year,status,description
2014,Candidate,"the huntington mobile (aka com.huntington.m) application 2.1.222 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the adt taxis (aka com.icabbi.adttaxisapp) application 6 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the cm backup -restore,cloud,photo (aka com.ijinshan.kbackup) application 1.1.0.135 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the cloud manager (aka com.ileaf.cloud_manager) application 1.6 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the impi mobile security (aka com.impi) application 2.1.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the instachat -instagram messenger (aka com.instachat.android) application 1.6.2 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the brightest led flashlight (aka com.intellectualflame.ledflashlight.washer) application 1.2.4 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the camscanner -phone pdf creator (aka com.intsig.camscanner) application 3.4.0.20140624 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the amc security- antivirus, clean (aka com.iobit.mobilecare) application 4.4.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the isl light remote desktop (aka com.islonline.isllight.mobile.android) application 2.1.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the chat, flirt & dating heart jaumo (aka com.jaumo) application 2.7.5 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the ilove - free dating & chat app (aka com.jestadigital.android.ilove) application 1.3.3 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the traffic jam free (aka com.jiuzhangtech.rushhour) application 1.7.7 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the kicksend: share & print photos (aka com.kicksend.android) application 3.3.2.18 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the kicksend photo prints (aka com.kicksend.android.print) application 1.0.7 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the unblock me free (aka com.kiragames.unblockmefree) application 1.4.4.2 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the kaspersky internet security (aka com.kms.free) application 11.4.4.232 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the cm browser - fast & secure (aka com.ksmobile.cb) application 5.0.50 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the tra auctions for buyers (aka com.manheim.tra) application 2.6 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the ca lottery results (aka com.matcho0.calotto) application 2.1 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the mercadolibre (aka com.mercadolibre) application 3.8.7 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the astro file manager with cloud (aka com.metago.astro) application astro-4.4.592 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the tn members 1st fcu-rdc (aka com.metova.cuae.tmffcu) application 1.0.28 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the anger of stick 3 (aka com.miniclip.angerofstick3) application 1.0.3 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the rail rush (aka com.miniclip.railrush) application 1.9.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the freecell solitaire (aka com.mobilityware.freecell) application 2.1.2 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the spider solitaire (aka com.mobilityware.spider) application 3.0.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
2014,Candidate,"the mzone login (aka com.mr384.mzonelogin) application 1.2.0 for android does not verify x.509 certificates from ssl servers, which allows man-in-the-middle attackers to spoof servers and obtain sensitive information via a crafted certificate."
